resolution,blur,alignmentId,queryId,referenceId,confidence,score,reverseStrand,isValid
64,0,197,2221,2,487.96,0.36842663273960996,False,1
64,0,186,3181,2,220.97,-0.010637946958701683,True,0
64,0,243,9882,2,1451.4,0.3850159007295628,True,1
64,0,198,2222,2,473.06,0.23852701702442647,False,1
64,0,203,571,2,892.94,0.5524710504549215,False,1
64,0,237,662,2,806.04,0.4603744369369369,True,1
64,0,258,3952,2,195.47,0.257142857142857,True,1
64,0,273,10551,2,1233.39,0.42991452991452983,False,1
64,0,242,9881,2,1503.79,0.4452529826074457,True,1
64,0,272,7080,2,43.54,0.4,False,1
64,0,261,9152,2,2419.02,0.4267085395782205,True,1
64,0,194,61,2,1665.0,0.205678479821782,False,1
64,0,222,4510,2,192.69,0.5328699106256207,False,1
64,0,233,10500,2,39.33,0.13043478260869557,True,1
64,0,252,9050,2,26.45,-0.05531914893617029,True,0
64,0,206,7952,2,175.7,0.6196280991735537,False,1
64,0,281,9811,2,1885.32,0.4853820707181352,False,1
64,0,289,9082,2,465.97,0.2859057524258831,True,1
64,0,225,8910,2,130.02,0.6444444444444446,False,1
64,0,214,781,2,893.36,0.38146551724137934,True,1
64,0,220,5240,2,166.29,0.6205533596837944,False,1
64,0,254,2252,2,369.06,0.4014732965009209,False,1
64,0,262,4070,2,202.85,0.4115384615384615,False,1
64,0,246,372,2,1176.16,0.6274984857662023,True,1
64,0,255,6600,2,80.39,0.5346784363177808,False,1
64,0,265,532,2,1039.35,0.3566619915848527,True,1
64,0,187,3182,2,227.97,0.1758899676375406,True,1
64,0,302,1002,2,619.55,0.04427337895079819,False,1
64,0,299,6751,2,141.54,0.40808823529411764,False,1
64,0,269,3981,2,244.52,0.44996921182266025,False,1
64,0,224,702,2,925.38,0.5738994193726767,True,1
64,0,296,3092,2,254.16,0.4177230046948357,False,1
64,0,234,2780,2,340.49,0.29520405123622284,True,1
64,0,303,1831,2,429.77,0.2718828715365238,True,1
64,0,268,7260,2,26.07,0.2615384615384616,False,0
64,0,229,11720,2,73.21,0.49587628865979383,True,1
64,0,263,2270,2,344.14,0.396316758747698,False,1
64,0,216,1840,2,509.5,0.4311740890688259,False,1
64,0,205,7951,2,165.04,0.6000000000000001,False,1
64,0,218,561,2,848.02,0.4243077433261482,False,1
64,0,287,1982,2,553.5,0.6969057665260197,False,1
64,0,199,2281,2,321.64,0.6222222222222222,True,1
64,0,236,661,2,781.75,0.4886621315192744,True,1
64,0,283,8331,2,345.87,0.5413487475915222,False,1
64,0,285,7350,2,27.78,0.23636363636363633,False,1
64,0,297,5590,2,93.33,0.33478260869565224,True,1
64,0,200,2282,2,330.63,0.4762806715454154,True,1
64,0,230,12150,2,28.15,0.13372093023255816,True,1
64,0,327,5170,3,109.27,0.5370370370370371,False,1
64,0,336,4300,3,178.52,0.3108680310515173,False,1
64,0,372,2342,3,328.15,0.5883909119203237,False,1
64,0,349,5572,3,163.41,0.4111787493082456,True,1
64,0,388,1802,3,450.85,0.6207567185289957,True,1
64,0,364,3530,3,254.58,0.28069674471730455,True,1
64,0,315,8000,3,305.23,0.4930293587010004,True,1
64,0,342,1552,3,556.92,0.5901455767077268,True,1
64,0,325,4691,3,158.73,0.28409090909090917,True,1
64,0,371,2341,3,334.62,0.6039677804295942,False,1
64,0,359,13040,3,61.88,0.29292929292929304,False,1
64,0,374,12452,3,3152.24,0.37058282505566853,False,1
64,0,345,332,3,1403.59,0.44153846153846155,False,1
64,0,338,6940,3,42.6,0.26369863013698636,True,1
64,0,340,6320,3,106.08,0.4765625000000002,True,1
64,0,316,8451,3,760.74,0.5968761878433948,False,1
64,0,381,2302,3,454.23,0.6013739946380696,True,1
64,0,314,2982,3,297.19,0.34526854219948855,False,1
64,0,387,1801,3,458.0,0.6514215480156548,True,1
64,0,369,1651,3,532.61,0.5742276930395742,False,1
64,0,333,7610,3,32.11,0.09999999999999998,True,1
64,0,311,2092,3,408.45,0.3476293394569768,False,1
64,0,377,11840,3,40.6,0.012792792792792884,False,0
64,0,393,2201,3,400.96,0.1642247977257818,False,1
64,0,335,8190,3,285.28,0.4244851258581236,True,1
64,0,331,2170,3,372.31,0.428921568627451,False,1
64,0,370,1652,3,543.06,0.5508619671744007,False,1
64,0,358,592,3,935.84,0.574293661250183,False,1
64,0,386,4862,3,160.5,0.19686274509803925,True,1
64,0,389,9711,3,369.01,0.4064260563380282,False,1
64,0,320,7410,3,75.46,0.41150442477876104,True,1
64,0,312,2091,3,403.81,0.23438490805326562,False,1
64,0,310,5690,3,133.66,0.34615384615384615,False,1
64,0,383,8410,3,228.42,0.33836433836433844,False,1
64,0,347,6060,3,90.85,0.3324372759856632,True,1
64,0,384,7030,3,28.08,0.008928571428571286,False,0
64,0,382,4850,3,242.01,0.2036995262801713,False,1
64,0,344,331,3,1363.57,0.5516544117647059,False,1
64,0,323,101,3,1446.17,0.3606305448442966,True,1
64,0,346,14450,3,40.36,0.011665443873807968,False,0
64,0,378,131,3,1451.92,0.5233782645324347,False,1
64,0,362,4800,3,165.2,0.5236897274633123,False,1
64,0,329,5640,3,102.66,0.26181818181818184,False,1
64,0,350,3631,3,271.35,0.6663556158805566,False,1
64,0,357,591,3,938.57,0.46012558869701714,False,1
64,0,366,5541,3,103.56,0.48,False,1
64,0,319,3402,3,332.8,0.48670490093847774,False,1
64,0,355,8130,3,1063.13,0.6065238441055434,False,1
64,0,337,290,3,1208.61,0.3550870147255689,False,1
64,0,368,1810,3,441.56,0.4378378378378378,False,1
64,0,385,4861,3,158.06,0.34615384615384603,True,1
64,0,307,3020,3,296.17,0.37383070955966236,False,1
64,0,341,1551,3,557.88,0.6229775532391124,True,1
64,0,330,7020,3,42.79,0.3583724569640062,True,1
64,0,324,102,3,1460.71,0.41323073945025157,True,1
64,0,328,5330,3,119.96,0.448995983935743,True,1
64,0,339,9450,3,69.54,0.13333333333333341,True,1
64,0,392,1062,3,616.38,0.4198378471623253,False,1
64,0,353,991,3,769.23,0.28727787792943604,True,1
64,0,317,8452,3,756.86,0.39277466182777965,False,1
64,0,334,3650,3,227.54,0.26047358834244094,True,1
64,0,356,5960,3,89.14,0.47135217723453016,False,1
64,0,305,2071,3,447.73,0.41292753623188405,True,1
64,0,318,3401,3,362.26,0.46622734761120266,False,1
64,0,343,210,3,1250.45,0.25128205128205117,False,1
64,0,360,9200,3,323.38,0.6750524109014675,True,1
64,0,394,2202,3,392.56,0.09758313057583123,False,0
64,0,352,6280,3,77.93,0.575,True,1
64,0,365,5600,3,103.73,0.46153846153846156,True,1
64,0,380,2301,3,455.89,0.3933884297520661,True,1
64,0,321,9651,3,1280.89,0.5340007701193685,False,1
64,0,322,9652,3,1270.17,0.5388407228563066,False,1
64,0,390,9712,3,380.43,0.3632610939112487,False,1
64,0,391,1061,3,595.35,0.378467044437817,False,1
64,0,332,1130,3,629.9,0.4567554932211314,False,1
64,0,354,992,3,783.57,0.3236803519061583,True,1
64,0,326,4692,3,150.54,0.3045977011494254,True,1
64,0,361,6700,3,89.61,0.4041379310344829,False,1
64,0,308,3141,3,313.29,0.3946024799416483,False,1
64,0,348,5571,3,172.2,0.44501541623843777,True,1
64,0,313,2981,3,301.29,0.24941176470588233,False,1
64,0,376,8582,3,928.05,0.3906382978723405,False,1
64,0,379,132,3,1432.58,0.474210986423079,False,1
64,0,373,12451,3,3133.84,0.39246713403734734,False,1
64,0,367,5542,3,96.24,0.43939393939393934,False,1
64,0,363,2850,3,324.68,0.5540123456790124,True,1
64,0,309,3142,3,296.72,0.5364404128870817,False,1
64,0,351,3632,3,278.48,0.690883190883191,False,1
64,0,306,2072,3,445.56,0.46217821782178203,True,1
64,0,375,8581,3,926.85,0.3754355400696864,False,1
64,0,424,2211,4,559.64,0.36496350364963503,False,1
64,0,470,11,4,3082.4,0.2282968408455348,True,1
64,0,396,962,4,605.39,0.2739393939393939,True,1
64,0,461,9862,4,2277.17,0.3907459563852901,True,1
64,0,417,2080,4,440.05,0.4274421230942971,False,1
64,0,404,10340,4,35.58,0.27477477477477474,False,1
64,0,409,5192,4,131.63,0.2266666666666668,True,1
64,0,398,6230,4,89.58,0.2878048780487804,True,1
64,0,473,6831,4,108.87,0.0016087644423171676,True,0
64,0,460,9861,4,2294.04,0.4065139528915569,True,1
64,0,444,3230,4,314.0,0.445985401459854,True,1
64,0,395,961,4,609.48,0.3167947558770343,True,1
64,0,453,6920,4,40.47,0.3287037037037036,False,1
64,0,467,1952,4,467.35,0.4743859649122807,False,1
64,0,406,13770,4,20.86,0.3185185185185183,True,1
64,0,400,4221,4,147.68,0.2995918367346939,True,1
64,0,399,2390,4,278.15,0.05753968253968256,True,0
64,0,434,1941,4,539.36,0.3202919358698252,True,1
64,0,427,2101,4,542.94,0.5568284594513114,True,1
64,0,435,1942,4,540.68,0.2757760532150777,True,1
64,0,455,6090,4,101.78,0.13103448275862062,True,1
64,0,437,5990,4,141.83,0.6089015151515151,True,1
64,0,422,501,4,1021.81,0.3166104393313369,False,1
64,0,449,941,4,749.53,0.4590471780624582,False,1
64,0,412,31,4,2249.35,0.49114919921326217,True,1
64,0,423,502,4,982.68,0.5296709348753958,False,1
64,0,469,242,4,1310.39,0.44269485188380786,True,1
64,0,407,10150,4,26.12,0.0,True,0
64,0,421,8310,4,53.58,0.07831325301204817,False,1
64,0,430,7290,4,37.61,0.029143897996357304,False,0
64,0,410,13120,4,60.54,0.26595744680851063,True,1
64,0,456,5920,4,114.65,0.5360576923076923,True,1
64,0,443,9272,4,922.66,0.5164040652070118,True,1
64,0,431,3942,4,231.48,0.37014274385408386,False,1
64,0,465,9942,4,634.6,0.5666666666666667,True,1
64,0,432,3941,4,230.1,0.20177383592017728,False,1
64,0,450,942,4,790.85,0.46813807953704323,False,1
64,0,438,2051,4,473.26,0.5185185185185186,False,1
64,0,440,511,4,1059.33,0.4642764950523447,True,1
64,0,439,2052,4,451.01,0.4400492264416316,False,1
64,0,425,2212,4,572.24,0.45733532934131726,False,1
64,0,433,4490,4,219.03,0.3369963369963369,True,1
64,0,448,1482,4,595.61,0.4829787234042553,False,1
64,0,459,652,4,963.15,0.5587230076122416,True,1
64,0,403,11982,4,240.77,0.18806959403479717,True,1
64,0,402,11981,4,245.31,0.25824964131994255,True,1
64,0,458,651,4,953.79,0.6089019057833511,True,1
64,0,447,1481,4,566.12,0.5385119632907244,False,1
64,0,428,2102,4,536.54,0.5139911634756995,True,1
64,0,426,6850,4,53.91,0.5700483091787442,True,1
64,0,466,1951,4,471.75,0.5547829036635006,False,1
64,0,446,5550,4,158.44,0.523578026251823,True,1
64,0,462,14811,4,32.14,0.23636363636363633,True,1
64,0,452,6510,4,146.57,0.6261609907120743,True,1
64,0,415,4151,4,215.58,0.434640522875817,False,1
64,0,420,12300,4,206.35,0.3687700045724739,True,1
64,0,397,7820,4,119.35,0.3190287972896667,True,1
64,0,464,9941,4,627.78,0.5479845000251623,True,1
64,0,451,6720,4,95.19,0.03980099502487555,False,0
64,0,472,6770,4,100.04,0.20731707317073178,False,1
64,0,413,341,4,1416.58,0.4636223387843258,False,1
64,0,468,241,4,1303.23,0.2951268025857783,True,1
64,0,401,4222,4,146.96,0.3500000000000001,True,1
64,0,418,4520,4,216.14,0.3654545454545455,True,1
64,0,442,9271,4,935.98,0.5126886145404665,True,1
64,0,405,10520,4,35.93,0.20512820512820495,False,1
64,0,471,12,4,3091.08,0.3693591631735962,True,1
64,0,474,6832,4,102.31,-0.013346366894753992,True,0
64,0,416,4152,4,223.44,0.46307692307692305,False,1
64,0,463,14812,4,38.58,0.22807017543859653,True,1
64,0,441,512,4,1092.96,0.6313330937836867,True,1
64,0,414,342,4,1410.79,0.526704298740773,False,1
64,0,454,3570,4,290.44,0.5003824823101931,True,1
64,0,408,5191,4,148.42,0.023542600896861,True,0
64,0,419,1280,4,687.78,0.48627604244956857,True,1
64,0,457,6890,4,58.94,0.2426850258175559,True,1
64,0,429,13060,4,43.56,0.14202898550724607,True,0
64,0,445,900,4,760.73,0.45979370160606314,False,1
64,0,411,32,4,2268.12,0.50789330430049,True,1
64,0,436,3510,4,201.28,0.3343425605536332,True,1
64,0,549,4820,5,123.43,0.31362889983579645,False,1
64,0,546,1441,5,510.41,0.5799844438682914,True,1
64,0,503,9902,5,923.24,0.571260035104883,True,1
64,0,544,182,5,1354.69,0.3883489961554891,True,1
64,0,537,8300,5,933.07,0.5106837606837606,False,1
64,0,478,1352,5,589.96,0.2519788918205804,False,1
64,0,526,251,5,1341.7,0.3438990461049284,True,1
64,0,557,13290,5,18.19,0.09629629629629621,True,1
64,0,538,5840,5,67.71,0.35922330097087374,True,1
64,0,482,3720,5,206.65,0.5199197860962567,True,1
64,0,499,4540,5,181.47,0.4781021897810219,False,1
64,0,542,7120,5,36.03,0.2126984126984124,False,1
64,0,550,6680,5,75.6,0.48639455782312924,True,1
64,0,527,252,5,1390.08,0.38064203867540136,True,1
64,0,497,5621,5,168.68,0.10427350427350424,True,1
64,0,545,5230,5,111.21,0.08695652173913027,False,0
64,0,509,9320,5,54.74,0.279761904761905,True,0
64,0,519,5912,5,130.1,0.3687600644122383,True,1
64,0,552,9370,5,77.68,0.4701986754966887,False,1
64,0,495,11931,5,501.27,0.32281722933643775,False,1
64,0,501,4092,5,236.35,0.5014204545454544,True,1
64,0,505,9831,5,222.76,0.49638802889576894,False,1
